market,date,com.l,idx.l,ncm.l,nrp.l,tot.l,com.s,idx.s,ncm.s,nrp.s,tot.s,com.n,idx.n,ncm.n,nrp.n,tot.n,delta_com.l,delta_idx.l,delta_ncm.l,delta_nrp.l,delta_tot.l,delta_com.s,delta_idx.s,delta_ncm.s,delta_nrp.s,delta_tot.s,delta_com.n,delta_idx.n,delta_ncm.n,delta_nrp.n,delta_tot.n,share_com.l,share_idx.l,share_ncm.l,share_nrp.l,share_tot.l,share_com.s,share_idx.s,share_ncm.s,share_nrp.s,share_tot.s,traders_com.l,traders_idx.l,traders_ncm.l,traders_nrp.l,traders_tot.l,traders_com.s,traders_idx.s,traders_ncm.s,traders_nrp.s,traders_tot.s,open_int,delta_open_int
Live Cattle - Chicago Mercantile Exchange,2018-09-18T00:00:00Z,48192,127334,75620,32792,334865,200323,6146,24839,52630,315027,-152131,121188,50781,-19838,19838,4132,1457,7650,606,23125,17749,754,-9447,4790,18941,-13617,703,17097,-4184,4184,13.1,34.6,20.6,8.9,91.1,54.5,1.7,6.8,14.3,85.7,109,46,118,NA,357,144,15,94,NA,330,367657,23731
Live Cattle - Chicago Mercantile Exchange,2018-09-25T00:00:00Z,47634,126499,77378,34328,340174,202962,6131,21803,54944,319558,-155328,120368,55575,-20616,20616,-558,-835,1759,1536,5308,2640,-15,-3036,2314,4530,-3198,-820,4795,-778,778,12.7,33.8,20.7,9.2,90.8,54.2,1.6,5.8,14.7,85.3,117,45,120,NA,365,150,15,87,NA,330,374502,6845
Live Cattle - Chicago Mercantile Exchange,2018-10-02T00:00:00Z,52681,130638,82630,33646,356515,212787,8124,22185,56499,333661,-160106,122514,60445,-22853,22854,5047,4138,5252,-682,16341,9825,1993,382,1555,14103,-4778,2145,4870,-2237,2238,13.5,33.5,21.2,8.6,91.4,54.5,2.1,5.7,14.5,85.5,123,45,130,NA,376,162,15,80,NA,348,390160,15658
Live Cattle - Chicago Mercantile Exchange,2018-10-09T00:00:00Z,50917,130541,81974,33263,349465,209616,7693,24381,55006,327723,-158699,122848,57593,-21743,21742,-1764,-97,-656,-382,-7049,-3171,-430,2196,-1494,-5938,1407,333,-2852,1112,-1111,13.3,34.1,21.4,8.7,91.3,54.8,2,6.4,14.4,85.6,121,44,135,NA,377,157,12,81,NA,347,382729,-7432
Live Cattle - Chicago Mercantile Exchange,2018-10-16T00:00:00Z,47804,134074,78766,31083,342007,206776,8710,24782,51459,321631,-158972,125364,53984,-20376,20376,-3113,3533,-3209,-2180,-7458,-2840,1017,401,-3547,-6092,-273,2516,-3610,1367,-1366,12.8,35.9,21.1,8.3,91.7,55.4,2.3,6.6,13.8,86.2,120,46,129,NA,368,158,13,80,NA,339,373090,-9639
Live Cattle - Chicago Mercantile Exchange,2018-10-23T00:00:00Z,47948,135741,76667,30027,347289,207251,9143,23624,50366,326950,-159303,126598,53043,-20339,20339,145,1668,-2099,-1056,5282,475,433,-1158,-1092,5318,-330,1235,-941,36,-36,12.7,36,20.3,8,92,54.9,2.4,6.3,13.3,86.7,122,47,136,NA,377,158,16,79,NA,348,377316,4226
Live Cattle - Chicago Mercantile Exchange,2018-10-30T00:00:00Z,52502,138471,75220,31868,361687,205613,13272,27900,51277,342278,-153111,125199,47320,-19409,19409,4554,2730,-1447,1841,14398,-1638,4129,4276,910,15328,6192,-1399,-5723,931,-930,13.3,35.2,19.1,8.1,91.9,52.2,3.4,7.1,13,87,124,46,123,NA,376,158,17,83,NA,351,393555,16238
Live Cattle - Chicago Mercantile Exchange,2018-11-06T00:00:00Z,53327,142002,73247,34170,365405,203567,18059,30623,50497,349078,-150240,123943,42624,-16327,16327,825,3531,-1973,2302,3718,-2046,4787,2723,-779,6800,2871,-1256,-4696,3081,-3082,13.3,35.5,18.3,8.6,91.4,50.9,4.5,7.7,12.6,87.4,125,46,121,NA,369,159,20,74,NA,349,399575,6021
Live Cattle - Chicago Mercantile Exchange,2018-11-13T00:00:00Z,51889,138307,65290,32765,354144,197836,10829,31812,47774,339135,-145947,127478,33478,-15009,15009,-1438,-3695,-7957,-1405,-11260,-5731,-7230,1189,-2723,-9943,4293,3535,-9146,1318,-1317,13.4,35.7,16.9,8.5,91.5,51.1,2.8,8.2,12.3,87.7,131,48,117,NA,372,165,19,75,NA,353,386910,-12666
Live Cattle - Chicago Mercantile Exchange,2018-11-20T00:00:00Z,53115,137843,67285,33678,356017,203225,9132,31036,48529,341165,-150110,128711,36249,-14851,14852,1226,-464,1996,913,1872,5389,-1698,-776,755,2030,-4163,1234,2772,158,-158,13.6,35.4,17.3,8.6,91.4,52.1,2.3,8,12.5,87.5,126,47,122,NA,367,164,17,72,NA,344,389695,2785
Live Cattle - Chicago Mercantile Exchange,2018-11-27T00:00:00Z,52040,139588,71322,33843,359527,209302,8200,28870,50420,342950,-157262,131388,42452,-16577,16577,-1076,1745,4036,165,3511,6077,-932,-2166,1891,1785,-7153,2677,6202,-1726,1726,13.2,35.5,18.1,8.6,91.4,53.2,2.1,7.3,12.8,87.2,131,47,125,NA,377,163,16,71,NA,349,393370,3676
Live Cattle - Chicago Mercantile Exchange,2018-12-04T00:00:00Z,52555,140369,71463,31660,353830,212821,6524,26874,49829,335662,-160266,133845,44589,-18169,18168,516,782,142,-2182,-5698,3519,-1676,-1995,-592,-7288,-3003,2458,2137,-1590,1590,13.6,36.4,18.5,8.2,91.8,55.2,1.7,7,12.9,87.1,125,48,125,NA,371,161,14,71,NA,347,385490,-7880
Live Cattle - Chicago Mercantile Exchange,2018-12-11T00:00:00Z,50447,142287,68161,32934,343581,213761,4739,22721,52608,323907,-163314,137548,45440,-19674,19674,-2108,1918,-3302,1274,-10248,940,-1786,-4153,2780,-11755,-3048,3704,851,-1506,1507,13.4,37.8,18.1,8.7,91.3,56.8,1.3,6,14,86,119,48,113,NA,356,161,14,71,NA,331,376515,-8975
Live Cattle - Chicago Mercantile Exchange,2018-12-18T00:00:00Z,48637,145308,77961,30357,358042,220702,6284,20537,54739,333659,-172065,139024,57424,-24382,24383,-1809,3021,9799,-2577,14461,6940,1546,-2184,2131,9752,-8749,1475,11983,-4708,4709,12.5,37.4,20.1,7.8,92.2,56.8,1.6,5.3,14.1,85.9,116,48,119,NA,355,168,16,66,NA,338,388399,11883
Live Cattle - Chicago Mercantile Exchange,2018-12-24T00:00:00Z,50144,144986,76953,31157,363108,223192,6850,19214,53986,340280,-173048,138136,57739,-22829,22828,1506,-321,-1008,801,5066,2490,565,-1323,-754,6621,-984,-886,315,1555,-1555,12.7,36.8,19.5,7.9,92.1,56.6,1.7,4.9,13.7,86.3,121,48,114,NA,357,175,17,68,NA,349,394266,5867
Live Cattle - Chicago Mercantile Exchange,2018-12-31T00:00:00Z,53671,148465,86654,32261,388698,234645,10156,17985,58267,362693,-180974,138309,68669,-26006,26005,3527,3479,9701,1104,25590,11453,3306,-1229,4281,22412,-7926,173,10930,-3177,3178,12.7,35.3,20.6,7.7,92.3,55.7,2.4,4.3,13.8,86.2,134,48,133,NA,385,184,20,65,NA,369,420959,26693
Live Cattle - Chicago Mercantile Exchange,2019-01-08T00:00:00Z,55075,148548,89356,32807,394454,237340,10063,19446,58938,368324,-182265,138485,69910,-26131,26130,1404,82,2702,546,5756,2695,-93,1462,671,5631,-1291,175,1240,-125,125,12.9,34.8,20.9,7.7,92.3,55.5,2.4,4.6,13.8,86.2,136,48,127,NA,386,182,19,74,NA,357,427261,6302
Live Cattle - Chicago Mercantile Exchange,2019-01-15T00:00:00Z,58221,138810,98998,33737,403369,243973,5307,19458,61028,376077,-185752,133503,79540,-27291,27292,3145,-9738,9642,930,8915,6633,-4756,11,2091,7754,-3488,-4982,9631,-1161,1161,13.3,31.8,22.6,7.7,92.3,55.8,1.2,4.5,14,86,139,48,141,NA,393,186,16,64,NA,358,437106,9844
Live Cattle - Chicago Mercantile Exchange,2019-01-22T00:00:00Z,57726,140005,100074,32700,404777,243530,5454,21318,60203,377274,-185804,134551,78756,-27503,27503,-494,1195,1076,-1037,1408,-443,148,1860,-825,1196,-51,1047,-784,-212,212,13.2,32,22.9,7.5,92.5,55.7,1.2,4.9,13.8,86.2,143,47,144,NA,404,187,13,69,NA,363,437477,371
Live Cattle - Chicago Mercantile Exchange,2019-01-29T00:00:00Z,55321,139806,103749,32692,404920,242059,5842,22658,61009,376604,-186738,133964,81091,-28317,28316,-2406,-199,3675,-8,144,-1471,387,1340,806,-670,-935,-586,2335,-814,814,12.6,31.9,23.7,7.5,92.5,55.3,1.3,5.2,13.9,86.1,141,46,155,NA,409,186,12,67,NA,368,437612,136
Live Cattle - Chicago Mercantile Exchange,2019-02-05T00:00:00Z,50189,139514,107519,32829,394311,239465,4933,22881,62771,364369,-189276,134581,84638,-29942,29942,-5132,-292,3771,137,-10609,-2594,-908,223,1762,-12234,-2538,616,3548,-1625,1625,11.7,32.7,25.2,7.7,92.3,56.1,1.2,5.4,14.7,85.3,132,46,139,NA,390,184,13,76,NA,355,427140,-10472
Live Cattle - Chicago Mercantile Exchange,2019-02-12T00:00:00Z,48496,139910,111839,31713,400593,239952,4815,23033,64159,368147,-191456,135095,88806,-32446,32446,-1692,396,4320,-1115,6281,487,-119,152,1388,3778,-2179,515,4168,-2503,2503,11.2,32.4,25.9,7.3,92.7,55.5,1.1,5.3,14.8,85.2,132,46,137,NA,391,186,11,83,NA,353,432306,5166
Live Cattle - Chicago Mercantile Exchange,2019-02-19T00:00:00Z,46467,141686,116140,30706,408003,240921,5262,24581,64235,374473,-194454,136424,91559,-33529,33530,-2029,1776,4302,-1008,7410,969,447,1548,77,6326,-2998,1329,2754,-1085,1084,10.6,32.3,26.5,7,93,54.9,1.2,5.6,14.6,85.4,138,46,144,NA,394,183,14,73,NA,351,438708,6402
Live Cattle - Chicago Mercantile Exchange,2019-02-26T00:00:00Z,48129,145370,123796,31658,424883,249414,6169,26602,66768,389774,-201285,139201,97194,-35110,35109,1662,3683,7656,952,16881,8493,908,2021,2532,15301,-6831,2775,5635,-1580,1580,10.5,31.8,27.1,6.9,93.1,54.6,1.4,5.8,14.6,85.4,135,45,157,NA,401,186,16,74,NA,365,456542,17833
Live Cattle - Chicago Mercantile Exchange,2019-03-05T00:00:00Z,45090,151322,130941,32444,440045,255421,6455,27915,70006,402483,-210331,144867,103026,-37562,37562,-3039,5952,7145,786,15162,6006,286,1313,3239,12709,-9045,5666,5832,-2453,2453,9.5,32,27.7,6.9,93.1,54.1,1.4,5.9,14.8,85.2,130,45,149,NA,395,187,16,76,NA,365,472489,15948
Live Cattle - Chicago Mercantile Exchange,2019-03-12T00:00:00Z,44936,154665,130570,33518,447415,253558,6075,30236,73820,407113,-208622,148590,100334,-40302,40302,-154,3343,-371,1074,7370,-1863,-380,2321,3813,4630,1709,3723,-2692,-2739,2740,9.3,32.2,27.1,7,93,52.7,1.3,6.3,15.3,84.7,138,43,146,NA,406,189,15,83,NA,375,480933,8444
Live Cattle - Chicago Mercantile Exchange,2019-03-19T00:00:00Z,52105,154398,142335,35840,463676,273184,6183,25859,79453,420063,-221079,148215,116476,-43613,43613,7169,-267,11765,2323,16260,19626,107,-4377,5633,12950,-12457,-374,16142,-3310,3310,10.4,30.9,28.5,7.2,92.8,54.7,1.2,5.2,15.9,84.1,155,44,167,NA,446,213,11,78,NA,401,499516,18583
Live Cattle - Chicago Mercantile Exchange,2019-03-26T00:00:00Z,55221,156117,147045,36912,471346,282136,6717,26088,80354,427904,-226915,149400,120957,-43442,43442,3115,1719,4710,1072,7670,8952,534,229,901,7841,-5837,1185,4481,171,-171,10.9,30.7,28.9,7.3,92.7,55.5,1.3,5.1,15.8,84.2,155,44,158,NA,434,213,12,73,NA,391,508258,8742
Live Cattle - Chicago Mercantile Exchange,2019-04-02T00:00:00Z,54233,154666,141002,34684,463154,280429,6724,20741,76692,421146,-226196,147942,120261,-42008,42008,-987,-1452,-6042,-2228,-8192,-1707,7,-5347,-3663,-6758,720,-1459,-695,1435,-1434,10.9,31.1,28.3,7,93,56.3,1.4,4.2,15.4,84.6,151,44,148,NA,426,209,11,81,NA,391,497838,-10420
Live Cattle - Chicago Mercantile Exchange,2019-04-09T00:00:00Z,51566,154960,142648,32472,457489,282141,5839,20732,72934,417026,-230575,149121,121916,-40462,40463,-2667,294,1646,-2212,-5665,1711,-885,-9,-3757,-4120,-4378,1179,1655,1545,-1545,10.5,31.6,29.1,6.6,93.4,57.6,1.2,4.2,14.9,85.1,145,44,155,NA,420,205,11,68,NA,379,489961,-7877
Live Cattle - Chicago Mercantile Exchange,2019-04-16T00:00:00Z,48852,159348,149337,31209,470022,282602,9396,22054,74693,426537,-233750,149952,127283,-43484,43485,-2715,4388,6689,-1263,12533,461,3557,1322,1759,9510,-3176,831,5367,-3022,3023,9.7,31.8,29.8,6.2,93.8,56.4,1.9,4.4,14.9,85.1,141,45,152,NA,423,207,14,78,NA,390,501230,11269
Live Cattle - Chicago Mercantile Exchange,2019-04-23T00:00:00Z,45492,156356,151291,30702,472474,281803,6708,22187,73144,430032,-236311,149648,129104,-42442,42442,-3359,-2991,1954,-507,2453,-799,-2689,133,-1549,3495,-2560,-302,1821,1042,-1042,9,31.1,30.1,6.1,93.9,56,1.3,4.4,14.5,85.5,136,44,164,NA,420,210,15,74,NA,394,503176,1946
Live Cattle - Chicago Mercantile Exchange,2019-04-30T00:00:00Z,49005,153004,123527,30403,451234,265946,8838,16901,64254,417382,-216941,144166,106626,-33851,33852,3513,-3352,-27764,-298,-21241,-15857,2131,-5285,-8890,-12650,19370,-5483,-22479,8592,-8591,10.2,31.8,25.6,6.3,93.7,55.2,1.8,3.5,13.3,86.7,128,44,149,NA,393,190,16,73,NA,377,481637,-21539
Live Cattle - Chicago Mercantile Exchange,2019-05-07T00:00:00Z,51694,149238,101715,33851,414615,248546,10002,16341,61608,386858,-196852,139236,85374,-27757,27757,2688,-3766,-21812,3448,-36619,-17399,1164,-560,-2647,-30524,20087,-4930,-21252,6095,-6095,11.5,33.3,22.7,7.5,92.5,55.4,2.2,3.6,13.7,86.3,134,45,141,NA,388,177,18,64,NA,360,448466,-33171
Live Cattle - Chicago Mercantile Exchange,2019-05-14T00:00:00Z,57049,148144,89015,36667,415427,238903,13272,18660,60040,392054,-181854,134872,70355,-23373,23373,5355,-1093,-12700,2816,812,-9643,3270,2319,-1568,5196,14998,-4363,-15019,4384,-4384,12.6,32.8,19.7,8.1,91.9,52.8,2.9,4.1,13.3,86.7,125,46,126,NA,369,168,20,73,NA,347,452094,3628
Live Cattle - Chicago Mercantile Exchange,2019-05-21T00:00:00Z,59907,145631,79667,36785,410656,228248,13133,21301,59308,388133,-168341,132498,58366,-22523,22523,2858,-2513,-9348,118,-4771,-10655,-139,2641,-732,-3921,13513,-2374,-11989,850,-850,13.4,32.5,17.8,8.2,91.8,51,2.9,4.8,13.3,86.7,126,45,137,NA,373,168,19,70,NA,356,447441,-4653
Live Cattle - Chicago Mercantile Exchange,2019-05-28T00:00:00Z,61071,146027,75533,38434,408491,225389,13860,23339,58476,388448,-164318,132167,52194,-20042,20043,1165,396,-4134,1649,-2165,-2859,727,2038,-831,315,4024,-331,-6172,2480,-2480,13.7,32.7,16.9,8.6,91.4,50.4,3.1,5.2,13.1,86.9,122,44,123,NA,363,168,17,81,NA,356,446925,516
Live Cattle - Chicago Mercantile Exchange,2019-06-04T00:00:00Z,66663,141773,67929,39812,409358,213398,14528,32715,55537,393633,-146735,127245,35214,-15725,15725,5592,-4254,-7604,1378,867,-11992,668,9376,-2940,5185,17584,-4922,-16980,4318,-4318,14.8,31.6,15.1,8.9,91.1,47.5,3.2,7.3,12.4,87.6,129,43,121,NA,358,166,17,84,NA,347,449170,2245
Live Cattle - Chicago Mercantile Exchange,2019-06-11T00:00:00Z,60540,133865,66955,37996,370309,199362,11117,36612,52264,356040,-138822,122748,30343,-14268,14269,-6123,-7908,-974,-1816,-39049,-14035,-3410,3897,-3272,-37593,7912,-4498,-4871,1456,-1456,14.8,32.8,16.4,9.3,90.7,48.8,2.7,9,12.8,87.2,118,42,112,NA,350,158,16,86,NA,332,408304,-40866
Live Cattle - Chicago Mercantile Exchange,2019-06-18T00:00:00Z,60531,130962,66540,38040,365326,195857,12459,38189,49567,353799,-135326,118503,28351,-11527,11527,-9,-2904,-415,44,-4982,-3505,1342,1577,-2697,-2241,3496,-4246,-1992,2741,-2741,15,32.5,16.5,9.4,90.6,48.6,3.1,9.5,12.3,87.7,121,42,120,NA,351,160,16,78,NA,333,403366,-4938
Live Cattle - Chicago Mercantile Exchange,2019-06-25T00:00:00Z,64086,131908,60762,38856,370612,191267,15100,41169,48075,361393,-127181,116808,19593,-9219,9219,3555,946,-5778,816,5286,-4590,2641,2980,-1492,7594,8145,-1695,-8758,2308,-2308,15.7,32.2,14.8,9.5,90.5,46.7,3.7,10.1,11.7,88.3,120,43,112,NA,345,149,18,83,NA,328,409468,6102
Live Cattle - Chicago Mercantile Exchange,2019-07-02T00:00:00Z,63630,130093,59030,37768,369595,185385,19219,42399,43517,363845,-121755,110874,16631,-5749,5750,-456,-1815,-1732,-1088,-1017,-5882,4119,1229,-4558,2452,5426,-5934,-2961,3470,-3469,15.6,31.9,14.5,9.3,90.7,45.5,4.7,10.4,10.7,89.3,118,41,117,NA,345,146,19,80,NA,325,407362,-2105
Live Cattle - Chicago Mercantile Exchange,2019-07-09T00:00:00Z,59329,125415,57538,36781,350641,178435,14534,41606,44488,342933,-119106,110881,15932,-7707,7708,-4301,-4678,-1492,-987,-18954,-6950,-4685,-793,971,-20912,2649,7,-699,-1958,1958,15.3,32.4,14.9,9.5,90.5,46.1,3.8,10.7,11.5,88.5,117,40,109,NA,336,140,19,76,NA,313,387421,-19941
Live Cattle - Chicago Mercantile Exchange,2019-07-16T00:00:00Z,56801,125688,56480,35679,343478,178673,12027,39093,44855,334301,-121872,113661,17387,-9176,9177,-2528,273,-1058,-1102,-7163,239,-2507,-2514,367,-8632,-2767,2780,1456,-1469,1469,15,33.1,14.9,9.4,90.6,47.1,3.2,10.3,11.8,88.2,117,41,109,NA,338,143,20,82,NA,319,379157,-8265
Live Cattle - Chicago Mercantile Exchange,2019-07-23T00:00:00Z,56925,126119,54768,34578,341223,180618,10771,37618,43382,332419,-123693,115348,17150,-8804,8804,124,431,-1712,-1101,-2255,1945,-1255,-1474,-1473,-1882,-1821,1686,-238,372,-373,15.1,33.6,14.6,9.2,90.8,48.1,2.9,10,11.5,88.5,126,43,103,NA,346,155,18,86,NA,328,375801,-3355
Live Cattle - Chicago Mercantile Exchange,2019-07-30T00:00:00Z,55680,126309,56368,34067,338401,180602,10703,36405,44714,327754,-124922,115606,19963,-10647,10647,-1245,190,1601,-511,-2822,-16,-68,-1213,1332,-4665,-1229,258,2814,-1843,1843,14.9,33.9,15.1,9.1,90.9,48.5,2.9,9.8,12,88,123,45,114,NA,349,150,15,81,NA,325,372468,-3333
Live Cattle - Chicago Mercantile Exchange,2019-08-06T00:00:00Z,55898,124886,53463,34224,319664,173360,11086,41362,42662,311226,-117462,113800,12101,-8438,8438,218,-1424,-2905,157,-18737,-7242,383,4958,-2052,-16528,7460,-1807,-7863,2209,-2209,15.8,35.3,15.1,9.7,90.3,49,3.1,11.7,12.1,87.9,124,46,104,NA,338,144,16,83,NA,314,353888,-18580
Live Cattle - Chicago Mercantile Exchange,2019-08-13T00:00:00Z,57770,125344,50214,38582,330271,173680,12567,43798,41864,326989,-115910,112777,6416,-3282,3282,1872,459,-3250,4358,10607,320,1480,2436,-797,15763,1552,-1021,-5686,5155,-5156,15.7,34,13.6,10.5,89.5,47.1,3.4,11.9,11.3,88.7,116,45,112,NA,333,135,16,83,NA,315,368853,14965
Live Cattle - Chicago Mercantile Exchange,2019-08-20T00:00:00Z,57671,129286,45887,42455,340830,165119,14975,56024,39182,344103,-107448,114311,-10137,3273,-3273,-98,3942,-4327,3873,10559,-8562,2408,12225,-2682,17114,8464,1534,-16552,6555,-6555,15,33.7,12,11.1,88.9,43.1,3.9,14.6,10.2,89.8,117,47,102,NA,338,131,18,96,NA,320,383285,14431
Live Cattle - Chicago Mercantile Exchange,2019-08-27T00:00:00Z,56552,130690,46481,43673,345188,165690,14525,56847,40335,348527,-109138,116165,-10366,3338,-3339,-1120,1405,594,1218,4359,571,-450,823,1153,4424,-1691,1855,-229,65,-65,14.5,33.6,12,11.2,88.8,42.6,3.7,14.6,10.4,89.6,120,47,107,NA,347,136,18,97,NA,331,388862,5577
Live Cattle - Chicago Mercantile Exchange,2019-09-03T00:00:00Z,57426,132759,47609,44411,357326,166358,15409,60095,40343,361394,-108932,117350,-12486,4068,-4068,874,2069,1128,738,12138,668,884,3248,8,12867,206,1185,-2120,730,-729,14.3,33,11.9,11.1,88.9,41.4,3.8,15,10,90,122,47,116,NA,355,140,18,90,NA,331,401737,12876
Live Cattle - Chicago Mercantile Exchange,2019-09-10T00:00:00Z,65437,129125,46323,47049,371737,159158,15865,68415,44496,374291,-93721,113260,-22092,2553,-2554,8012,-3634,-1286,2638,14411,-7200,456,8320,4153,12896,15212,-4090,-9606,-1515,1515,15.6,30.8,11.1,11.2,88.8,38,3.8,16.3,10.6,89.4,127,47,110,NA,364,136,18,94,NA,335,418787,17049
Live Cattle - Chicago Mercantile Exchange,2019-09-17T00:00:00Z,63975,123674,49082,45439,354128,156779,13873,68604,42915,356652,-92804,109801,-19522,2524,-2524,-1463,-5450,2759,-1610,-17610,-2380,-1992,189,-1581,-17639,917,-3458,2570,-29,29,16,31,12.3,11.4,88.6,39.2,3.5,17.2,10.7,89.3,127,48,99,NA,346,135,18,91,NA,319,399567,-19220
Live Cattle - Chicago Mercantile Exchange,2019-09-24T00:00:00Z,62557,120342,48278,44939,344424,155606,11029,66949,42532,346831,-93049,109313,-18671,2407,-2407,-1417,-3333,-804,-500,-9703,-1173,-2844,-1654,-383,-9820,-244,-489,850,-117,117,16.1,30.9,12.4,11.5,88.5,40,2.8,17.2,10.9,89.1,129,47,98,NA,347,135,21,95,NA,324,389363,-10203
Live Cattle - Chicago Mercantile Exchange,2019-10-01T00:00:00Z,63084,117036,50994,41392,337546,158684,11076,57975,44771,334167,-95600,105960,-6981,-3379,3379,527,-3306,2716,-3548,-6878,3078,46,-8974,2239,-12665,-2551,-3352,11690,-5787,5787,16.6,30.9,13.5,10.9,89.1,41.9,2.9,15.3,11.8,88.2,132,45,89,NA,342,136,20,100,NA,330,378937,-10426
Live Cattle - Chicago Mercantile Exchange,2019-10-08T00:00:00Z,57826,120955,49332,38867,312497,158153,10205,53512,45111,306253,-100327,110750,-4180,-6244,6244,-5258,3919,-1663,-2525,-25049,-531,-871,-4463,340,-27914,-4727,4790,2800,-2865,2865,16.5,34.4,14,11.1,88.9,45,2.9,15.2,12.8,87.2,127,47,92,NA,330,131,18,86,NA,315,351364,-27574
Live Cattle - Chicago Mercantile Exchange,2019-10-15T00:00:00Z,54346,123225,51940,37670,314291,162879,9352,48489,46461,305500,-108533,113873,3451,-8791,8791,-3480,2270,2609,-1197,1794,4727,-852,-5023,1350,-753,-8207,3122,7632,-2547,2547,15.4,35,14.8,10.7,89.3,46.3,2.7,13.8,13.2,86.8,127,49,98,NA,336,141,17,83,NA,319,351961,597
Live Cattle - Chicago Mercantile Exchange,2019-10-22T00:00:00Z,50418,129950,55844,35223,325625,167485,10493,46811,46645,314203,-117067,119457,9033,-11422,11422,-3928,6725,3904,-2448,11334,4606,1140,-1678,184,8702,-8534,5585,5582,-2632,2632,14,36,15.5,9.8,90.2,46.4,2.9,13,12.9,87.1,127,50,100,NA,347,147,18,91,NA,335,360848,8886
Live Cattle - Chicago Mercantile Exchange,2019-10-29T00:00:00Z,49269,133277,60462,33222,343717,175538,11293,43162,46238,330701,-126269,121984,17300,-13016,13016,-1149,3327,4618,-2001,18092,8053,800,-3650,-407,16498,-9202,2527,8268,-1594,1594,13.1,35.4,16,8.8,91.2,46.6,3,11.5,12.3,87.7,130,50,115,NA,370,159,20,83,NA,351,376938,16091
Live Cattle - Chicago Mercantile Exchange,2019-11-05T00:00:00Z,51426,142488,71777,33151,375275,197846,11424,37275,52297,356130,-146420,131064,34502,-19146,19145,2158,9211,11315,-71,31559,22309,131,-5886,6059,25430,-20151,9080,17201,-6130,6129,12.6,34.9,17.6,8.1,91.9,48.4,2.8,9.1,12.8,87.2,132,51,124,NA,384,173,20,80,NA,363,408427,31488
Live Cattle - Chicago Mercantile Exchange,2019-11-12T00:00:00Z,48315,153392,71203,34261,379638,206390,9852,33097,57831,356069,-158075,143540,38106,-23570,23569,-3112,10904,-574,1110,4363,8543,-1571,-4178,5534,-62,-11655,12475,3604,-4424,4425,11.7,37.1,17.2,8.3,91.7,49.9,2.4,8,14,86,135,50,119,NA,373,178,17,82,NA,359,413899,5473
Live Cattle - Chicago Mercantile Exchange,2019-11-19T00:00:00Z,50831,152765,81838,31425,400889,210552,10641,34595,61071,371242,-159721,142124,47243,-29646,29647,2517,-627,10635,-2836,21251,4162,789,1497,3241,15174,-1645,-1416,9138,-6077,6077,11.8,35.3,18.9,7.3,92.7,48.7,2.5,8,14.1,85.9,135,52,114,NA,382,175,18,84,NA,367,432314,18414
Live Cattle - Chicago Mercantile Exchange,2019-11-26T00:00:00Z,53474,155700,85017,33856,414970,214468,10371,38894,64314,384512,-160994,145329,46123,-30458,30458,2642,2935,3180,2431,14081,3916,-270,4299,3243,13269,-1274,3205,-1119,-812,812,11.9,34.7,18.9,7.5,92.5,47.8,2.3,8.7,14.3,85.7,136,52,113,NA,381,180,17,81,NA,366,448826,16512
Live Cattle - Chicago Mercantile Exchange,2019-12-03T00:00:00Z,56621,158436,84796,31303,416745,217325,11503,40941,61387,386661,-160704,146933,43855,-30084,30084,3147,2736,-222,-2552,1775,2857,1132,2047,-2927,2149,290,1604,-2269,375,-374,12.6,35.4,18.9,7,93,48.5,2.6,9.1,13.7,86.3,132,52,110,NA,373,180,18,81,NA,368,448048,777
Live Cattle - Chicago Mercantile Exchange,2019-12-10T00:00:00Z,47049,158577,85865,33958,386638,211529,9157,42105,62657,357938,-164480,149420,43760,-28699,28700,-9572,141,1069,2654,-30107,-5796,-2346,1164,1270,-28723,-3776,2487,-95,1384,-1384,11.2,37.7,20.4,8.1,91.9,50.3,2.2,10,14.9,85.1,123,51,108,NA,359,173,13,82,NA,343,420596,-27452
Live Cattle - Chicago Mercantile Exchange,2019-12-17T00:00:00Z,49460,161241,95215,30430,404011,223571,9960,42266,60550,373892,-174111,151281,52949,-30120,30119,2411,2664,9351,-3527,17373,12042,803,160,-2108,15954,-9631,1861,9191,-1419,1419,11.4,37.1,21.9,7,93,51.5,2.3,9.7,13.9,86.1,126,51,116,NA,365,177,15,78,NA,347,434442,13846
Live Cattle - Chicago Mercantile Exchange,2019-12-24T00:00:00Z,47621,162795,89446,29650,400108,222226,9388,38970,58927,370831,-174605,153407,50476,-29277,29277,-1839,1554,-5770,-781,-3903,-1345,-572,-3295,-1623,-3061,-494,2126,-2475,842,-842,11.1,37.9,20.8,6.9,93.1,51.7,2.2,9.1,13.7,86.3,119,51,114,NA,354,173,15,75,NA,344,429758,-4684
Live Cattle - Chicago Mercantile Exchange,2019-12-31T00:00:00Z,49849,163068,85887,27744,400043,220563,10036,39704,56246,371541,-170714,153032,46183,-28502,28502,2229,273,-3559,-1906,-66,-1662,648,733,-2682,710,3891,-375,-4292,776,-776,11.7,38.1,20.1,6.5,93.5,51.6,2.3,9.3,13.1,86.9,123,52,116,NA,356,181,18,74,NA,357,427786,-1972
