Country,Code,Year,Region,Sector,USDmillions
Switzerland,CHE,2017,All regions,Pulp & paper,NA
Switzerland,CHE,2017,All regions,Rubber,87.043349
Switzerland,CHE,2017,All regions,Timber,13.26533
Switzerland,CHE,2017,All regions,Beef,0.144562
Switzerland,CHE,2017,All regions,Soy,10.076552
Switzerland,CHE,2016,All regions,Palm oil,221.965094
Switzerland,CHE,2016,All regions,Pulp & paper,87.5
Switzerland,CHE,2016,All regions,Rubber,42.570494
Switzerland,CHE,2016,All regions,Timber,13.321863
Switzerland,CHE,2016,All regions,Beef,NA
Switzerland,CHE,2016,All regions,Soy,6.902355000000001
Switzerland,CHE,2020,All regions,Palm oil,23.083494
Switzerland,CHE,2020,All regions,Pulp & paper,9.999
Switzerland,CHE,2020,All regions,Rubber,665.7523269999999
Switzerland,CHE,2020,All regions,Timber,NA
Switzerland,CHE,2020,All regions,Beef,NA
Switzerland,CHE,2020,All regions,Soy,4.99781
Switzerland,CHE,2021,All regions,Palm oil,289.136261
Switzerland,CHE,2021,All regions,Pulp & paper,158.457762
Switzerland,CHE,2021,All regions,Rubber,85.176951
Switzerland,CHE,2021,All regions,Timber,22.201553
Switzerland,CHE,2021,All regions,Beef,100.78963
Switzerland,CHE,2021,All regions,Soy,31.407277
Switzerland,CHE,Total (2013-2021),All regions,Palm oil,1443.783982
Switzerland,CHE,Total (2013-2021),All regions,Pulp & paper,405.384075
Switzerland,CHE,Total (2013-2021),All regions,Rubber,1581.27724
Switzerland,CHE,Total (2013-2021),All regions,Timber,83.007466
Switzerland,CHE,Total (2013-2021),All regions,Beef,305.73934399999996
Switzerland,CHE,Total (2013-2021),All regions,Soy,300.129099
United Arab Emirates,ARE,2019,All regions,Palm oil,3.159356
United Arab Emirates,ARE,2019,All regions,Pulp & paper,NA
United Arab Emirates,ARE,2019,All regions,Rubber,1.7800170000000002
United Arab Emirates,ARE,2019,All regions,Timber,1.780017
United Arab Emirates,ARE,2019,All regions,Beef,NA
United Arab Emirates,ARE,2019,All regions,Soy,1.97638
United Arab Emirates,ARE,2018,All regions,Palm oil,13.142537999999998
United Arab Emirates,ARE,2018,All regions,Pulp & paper,111.992685
United Arab Emirates,ARE,2018,All regions,Rubber,3.098738
United Arab Emirates,ARE,2018,All regions,Timber,3.0987359999999997
United Arab Emirates,ARE,2018,All regions,Beef,NA
United Arab Emirates,ARE,2018,All regions,Soy,2.507398
United Arab Emirates,ARE,2014,All regions,Palm oil,47.149261
United Arab Emirates,ARE,2014,All regions,Pulp & paper,66.25
United Arab Emirates,ARE,2014,All regions,Rubber,NA
United Arab Emirates,ARE,2014,All regions,Timber,3
United Arab Emirates,ARE,2014,All regions,Beef,1.987362
United Arab Emirates,ARE,2014,All regions,Soy,34.324226
United Arab Emirates,ARE,2015,All regions,Palm oil,65.396202
United Arab Emirates,ARE,2015,All regions,Pulp & paper,40
United Arab Emirates,ARE,2015,All regions,Rubber,2.1460660000000003
United Arab Emirates,ARE,2015,All regions,Timber,3
United Arab Emirates,ARE,2015,All regions,Beef,NA
United Arab Emirates,ARE,2015,All regions,Soy,33.09815
United Arab Emirates,ARE,2013,All regions,Palm oil,17.579273
United Arab Emirates,ARE,2013,All regions,Pulp & paper,NA
United Arab Emirates,ARE,2013,All regions,Rubber,NA
United Arab Emirates,ARE,2013,All regions,Timber,NA
United Arab Emirates,ARE,2013,All regions,Beef,0.25
United Arab Emirates,ARE,2013,All regions,Soy,0.582459
United Arab Emirates,ARE,2017,All regions,Palm oil,35.116284
United Arab Emirates,ARE,2017,All regions,Pulp & paper,NA
United Arab Emirates,ARE,2017,All regions,Rubber,74.53893400000001
United Arab Emirates,ARE,2017,All regions,Timber,2.872267
United Arab Emirates,ARE,2017,All regions,Beef,NA
United Arab Emirates,ARE,2017,All regions,Soy,6.895827
United Arab Emirates,ARE,2016,All regions,Palm oil,46.096977
United Arab Emirates,ARE,2016,All regions,Pulp & paper,106.666668
United Arab Emirates,ARE,2016,All regions,Rubber,NA
United Arab Emirates,ARE,2016,All regions,Timber,NA
United Arab Emirates,ARE,2016,All regions,Beef,NA
United Arab Emirates,ARE,2016,All regions,Soy,7.145341999999999
United Arab Emirates,ARE,2020,All regions,Palm oil,3.927614
United Arab Emirates,ARE,2020,All regions,Pulp & paper,NA
United Arab Emirates,ARE,2020,All regions,Rubber,3.793983
United Arab Emirates,ARE,2020,All regions,Timber,NA
United Arab Emirates,ARE,2020,All regions,Beef,NA
United Arab Emirates,ARE,2020,All regions,Soy,0.8673040000000001
United Arab Emirates,ARE,2021,All regions,Palm oil,55.177910999999995
United Arab Emirates,ARE,2021,All regions,Pulp & paper,NA
United Arab Emirates,ARE,2021,All regions,Rubber,NA
United Arab Emirates,ARE,2021,All regions,Timber,NA
United Arab Emirates,ARE,2021,All regions,Beef,NA
United Arab Emirates,ARE,2021,All regions,Soy,NA
United Arab Emirates,ARE,Total (2013-2021),All regions,Palm oil,286.74541600000003
United Arab Emirates,ARE,Total (2013-2021),All regions,Pulp & paper,324.909353
United Arab Emirates,ARE,Total (2013-2021),All regions,Rubber,85.35773800000001
United Arab Emirates,ARE,Total (2013-2021),All regions,Timber,13.75102
United Arab Emirates,ARE,Total (2013-2021),All regions,Beef,2.237362
United Arab Emirates,ARE,Total (2013-2021),All regions,Soy,87.397086
Canada,CAN,2019,All regions,Palm oil,5.57259
Canada,CAN,2019,All regions,Pulp & paper,979.472781
Canada,CAN,2019,All regions,Rubber,1.525964
Canada,CAN,2019,All regions,Timber,20.935636
Canada,CAN,2019,All regions,Beef,NA
Canada,CAN,2019,All regions,Soy,9.085413
Canada,CAN,2018,All regions,Palm oil,12.602475
Canada,CAN,2018,All regions,Pulp & paper,619.574726
Canada,CAN,2018,All regions,Rubber,NA
Canada,CAN,2018,All regions,Timber,102.780566
Canada,CAN,2018,All regions,Beef,0.432123
Canada,CAN,2018,All regions,Soy,11.950492
Canada,CAN,2014,All regions,Palm oil,27.843705999999997
Canada,CAN,2014,All regions,Pulp & paper,81.508666
Canada,CAN,2014,All regions,Rubber,NA
Canada,CAN,2014,All regions,Timber,0.3125
Canada,CAN,2014,All regions,Beef,2.314835
Canada,CAN,2014,All regions,Soy,19.36917
Canada,CAN,2015,All regions,Palm oil,13.722672
Canada,CAN,2015,All regions,Pulp & paper,112.211127
Canada,CAN,2015,All regions,Rubber,2.957662
Canada,CAN,2015,All regions,Timber,1.5014029999999998
Canada,CAN,2015,All regions,Beef,1.25
Canada,CAN,2015,All regions,Soy,12.047341
Canada,CAN,2013,All regions,Palm oil,9.242352
Canada,CAN,2013,All regions,Pulp & paper,NA
Canada,CAN,2013,All regions,Rubber,NA
Canada,CAN,2013,All regions,Timber,2.09375
Canada,CAN,2013,All regions,Beef,1.25
Canada,CAN,2013,All regions,Soy,7.595032
Canada,CAN,2017,All regions,Palm oil,4.296277
Canada,CAN,2017,All regions,Pulp & paper,345.302142
Canada,CAN,2017,All regions,Rubber,NA
Canada,CAN,2017,All regions,Timber,NA
Canada,CAN,2017,All regions,Beef,0.433686
Canada,CAN,2017,All regions,Soy,3.873715
Canada,CAN,2016,All regions,Palm oil,24.198995
Canada,CAN,2016,All regions,Pulp & paper,NA
Canada,CAN,2016,All regions,Rubber,NA
Canada,CAN,2016,All regions,Timber,1.074705
Canada,CAN,2016,All regions,Beef,4.310314
Canada,CAN,2016,All regions,Soy,15.347111
Canada,CAN,2020,All regions,Palm oil,21.005597
Canada,CAN,2020,All regions,Pulp & paper,191.175715
Canada,CAN,2020,All regions,Rubber,7.587962999999999
Canada,CAN,2020,All regions,Timber,NA
Canada,CAN,2020,All regions,Beef,NA
Canada,CAN,2020,All regions,Soy,8.585864
Canada,CAN,2021,All regions,Palm oil,197.458
Canada,CAN,2021,All regions,Pulp & paper,660.257693
Canada,CAN,2021,All regions,Rubber,80.056877
Canada,CAN,2021,All regions,Timber,19.758522
Canada,CAN,2021,All regions,Beef,56.446484
Canada,CAN,2021,All regions,Soy,126.683373
Canada,CAN,Total (2013-2021),All regions,Palm oil,315.94266400000004
Canada,CAN,Total (2013-2021),All regions,Pulp & paper,2989.50285
Canada,CAN,Total (2013-2021),All regions,Rubber,92.128466
Canada,CAN,Total (2013-2021),All regions,Timber,148.457082
Canada,CAN,Total (2013-2021),All regions,Beef,66.437442
Canada,CAN,Total (2013-2021),All regions,Soy,214.537511
Italy,ITA,2019,All regions,Palm oil,8.385833000000002
Italy,ITA,2019,All regions,Pulp & paper,NA
Italy,ITA,2019,All regions,Rubber,2.14989
Italy,ITA,2019,All regions,Timber,2.149892
Italy,ITA,2019,All regions,Beef,NA
Italy,ITA,2019,All regions,Soy,5.354712
Italy,ITA,2018,All regions,Palm oil,20.909591
Italy,ITA,2018,All regions,Pulp & paper,33.26813
Italy,ITA,2018,All regions,Rubber,3.69405
Italy,ITA,2018,All regions,Timber,3.69405
Italy,ITA,2018,All regions,Beef,0.144041
Italy,ITA,2018,All regions,Soy,10.821958
Italy,ITA,2014,All regions,Palm oil,28.233624
Italy,ITA,2014,All regions,Pulp & paper,NA
Italy,ITA,2014,All regions,Rubber,NA
Italy,ITA,2014,All regions,Timber,NA
Italy,ITA,2014,All regions,Beef,1.377366
Italy,ITA,2014,All regions,Soy,14.655274
Italy,ITA,2015,All regions,Palm oil,18.139263
Italy,ITA,2015,All regions,Pulp & paper,7.5
Italy,ITA,2015,All regions,Rubber,2.11482
Italy,ITA,2015,All regions,Timber,2.176403
Italy,ITA,2015,All regions,Beef,0.625
Italy,ITA,2015,All regions,Soy,11.65892
Italy,ITA,2013,All regions,Palm oil,6.392986
Italy,ITA,2013,All regions,Pulp & paper,NA
Italy,ITA,2013,All regions,Rubber,NA
Italy,ITA,2013,All regions,Timber,NA
Italy,ITA,2013,All regions,Beef,0.625
Italy,ITA,2013,All regions,Soy,15.597883
Italy,ITA,2017,All regions,Palm oil,15.017184
Italy,ITA,2017,All regions,Pulp & paper,NA
Italy,ITA,2017,All regions,Rubber,5.648149
Italy,ITA,2017,All regions,Timber,5.648153
Italy,ITA,2017,All regions,Beef,0.144562
Italy,ITA,2017,All regions,Soy,10.490762
Italy,ITA,2016,All regions,Palm oil,5.436583
Italy,ITA,2016,All regions,Pulp & paper,NA
Italy,ITA,2016,All regions,Rubber,NA
Italy,ITA,2016,All regions,Timber,NA
Italy,ITA,2016,All regions,Beef,NA
Italy,ITA,2016,All regions,Soy,6.934078
Italy,ITA,2020,All regions,Palm oil,12.564402
Italy,ITA,2020,All regions,Pulp & paper,24.987998
Italy,ITA,2020,All regions,Rubber,5.6909719999999995
Italy,ITA,2020,All regions,Timber,NA
Italy,ITA,2020,All regions,Beef,NA
Italy,ITA,2020,All regions,Soy,3.654121
Italy,ITA,2021,All regions,Palm oil,24.279367
Italy,ITA,2021,All regions,Pulp & paper,35.058323
Italy,ITA,2021,All regions,Rubber,7.431347
Italy,ITA,2021,All regions,Timber,3.535634
Italy,ITA,2021,All regions,Beef,17.203991
Italy,ITA,2021,All regions,Soy,6.2531229999999995
Italy,ITA,Total (2013-2021),All regions,Palm oil,139.358833
Italy,ITA,Total (2013-2021),All regions,Pulp & paper,100.814451
Italy,ITA,Total (2013-2021),All regions,Rubber,26.729228
Italy,ITA,Total (2013-2021),All regions,Timber,17.204132
Italy,ITA,Total (2013-2021),All regions,Beef,20.11996
Italy,ITA,Total (2013-2021),All regions,Soy,85.42083099999999
Egypt,EGY,2019,All regions,Palm oil,0.5421090000000001
Egypt,EGY,2019,All regions,Pulp & paper,NA
Egypt,EGY,2019,All regions,Rubber,0.306016
Egypt,EGY,2019,All regions,Timber,0.306016
Egypt,EGY,2019,All regions,Beef,NA
Egypt,EGY,2019,All regions,Soy,0.00241
Egypt,EGY,2018,All regions,Palm oil,NA
Egypt,EGY,2018,All regions,Pulp & paper,NA
Egypt,EGY,2018,All regions,Rubber,NA
Egypt,EGY,2018,All regions,Timber,NA
Egypt,EGY,2018,All regions,Beef,NA
Egypt,EGY,2018,All regions,Soy,0.866262
Egypt,EGY,2014,All regions,Palm oil,NA
Egypt,EGY,2014,All regions,Pulp & paper,NA
Egypt,EGY,2014,All regions,Rubber,NA
Egypt,EGY,2014,All regions,Timber,NA
Egypt,EGY,2014,All regions,Beef,NA
Egypt,EGY,2014,All regions,Soy,NA
Egypt,EGY,2015,All regions,Palm oil,NA
Egypt,EGY,2015,All regions,Pulp & paper,NA
Egypt,EGY,2015,All regions,Rubber,NA
Egypt,EGY,2015,All regions,Timber,NA
Egypt,EGY,2015,All regions,Beef,NA
Egypt,EGY,2015,All regions,Soy,NA
Egypt,EGY,2013,All regions,Palm oil,0.135258
Egypt,EGY,2013,All regions,Pulp & paper,NA
Egypt,EGY,2013,All regions,Rubber,NA
Egypt,EGY,2013,All regions,Timber,NA
Egypt,EGY,2013,All regions,Beef,NA
Egypt,EGY,2013,All regions,Soy,NA
Egypt,EGY,2017,All regions,Palm oil,0.243292
Egypt,EGY,2017,All regions,Pulp & paper,NA
Egypt,EGY,2017,All regions,Rubber,NA
Egypt,EGY,2017,All regions,Timber,NA
Egypt,EGY,2017,All regions,Beef,NA
Egypt,EGY,2017,All regions,Soy,0.460666
Egypt,EGY,2016,All regions,Palm oil,NA
Egypt,EGY,2016,All regions,Pulp & paper,NA
Egypt,EGY,2016,All regions,Rubber,NA
Egypt,EGY,2016,All regions,Timber,NA
Egypt,EGY,2016,All regions,Beef,NA
Egypt,EGY,2016,All regions,Soy,NA
Egypt,EGY,2020,All regions,Palm oil,0.403884
Egypt,EGY,2020,All regions,Pulp & paper,NA
Egypt,EGY,2020,All regions,Rubber,NA
Egypt,EGY,2020,All regions,Timber,NA
Egypt,EGY,2020,All regions,Beef,NA
Egypt,EGY,2020,All regions,Soy,0.142426
Egypt,EGY,2021,All regions,Palm oil,NA
Egypt,EGY,2021,All regions,Pulp & paper,NA
Egypt,EGY,2021,All regions,Rubber,NA
Egypt,EGY,2021,All regions,Timber,NA
Egypt,EGY,2021,All regions,Beef,NA
Egypt,EGY,2021,All regions,Soy,NA
Egypt,EGY,Total (2013-2021),All regions,Palm oil,1.324543
Egypt,EGY,Total (2013-2021),All regions,Pulp & paper,NA
Egypt,EGY,Total (2013-2021),All regions,Rubber,0.306016
Egypt,EGY,Total (2013-2021),All regions,Timber,0.306016
Egypt,EGY,Total (2013-2021),All regions,Beef,NA
Egypt,EGY,Total (2013-2021),All regions,Soy,1.471764
Gabon,GAB,2019,All regions,Palm oil,0.5421090000000001
Gabon,GAB,2019,All regions,Pulp & paper,NA
Gabon,GAB,2019,All regions,Rubber,0.306016
Gabon,GAB,2019,All regions,Timber,0.306016
Gabon,GAB,2019,All regions,Beef,NA
Gabon,GAB,2019,All regions,Soy,0.00241
Gabon,GAB,2018,All regions,Palm oil,NA
Gabon,GAB,2018,All regions,Pulp & paper,NA
Gabon,GAB,2018,All regions,Rubber,NA
Gabon,GAB,2018,All regions,Timber,NA
Gabon,GAB,2018,All regions,Beef,NA
Gabon,GAB,2018,All regions,Soy,NA
Gabon,GAB,2014,All regions,Palm oil,NA
Gabon,GAB,2014,All regions,Pulp & paper,NA
Gabon,GAB,2014,All regions,Rubber,NA
Gabon,GAB,2014,All regions,Timber,NA
Gabon,GAB,2014,All regions,Beef,NA
Gabon,GAB,2014,All regions,Soy,NA
Gabon,GAB,2015,All regions,Palm oil,NA
Gabon,GAB,2015,All regions,Pulp & paper,NA
Gabon,GAB,2015,All regions,Rubber,NA
Gabon,GAB,2015,All regions,Timber,NA
Gabon,GAB,2015,All regions,Beef,NA
Gabon,GAB,2015,All regions,Soy,NA
Gabon,GAB,2013,All regions,Palm oil,NA
Gabon,GAB,2013,All regions,Pulp & paper,NA
Gabon,GAB,2013,All regions,Rubber,NA
Gabon,GAB,2013,All regions,Timber,NA
Gabon,GAB,2013,All regions,Beef,NA
Gabon,GAB,2013,All regions,Soy,NA
Gabon,GAB,2017,All regions,Palm oil,NA
Gabon,GAB,2017,All regions,Pulp & paper,NA
Gabon,GAB,2017,All regions,Rubber,NA
Gabon,GAB,2017,All regions,Timber,NA
Gabon,GAB,2017,All regions,Beef,NA
Gabon,GAB,2017,All regions,Soy,NA
Gabon,GAB,2016,All regions,Palm oil,NA
Gabon,GAB,2016,All regions,Pulp & paper,NA
Gabon,GAB,2016,All regions,Rubber,NA
Gabon,GAB,2016,All regions,Timber,NA
Gabon,GAB,2016,All regions,Beef,NA
Gabon,GAB,2016,All regions,Soy,NA
Gabon,GAB,2020,All regions,Palm oil,NA
Gabon,GAB,2020,All regions,Pulp & paper,NA
Gabon,GAB,2020,All regions,Rubber,NA
Gabon,GAB,2020,All regions,Timber,NA
Gabon,GAB,2020,All regions,Beef,NA
Gabon,GAB,2020,All regions,Soy,NA
Gabon,GAB,2021,All regions,Palm oil,NA
Gabon,GAB,2021,All regions,Pulp & paper,NA
Gabon,GAB,2021,All regions,Rubber,NA
Gabon,GAB,2021,All regions,Timber,NA
Gabon,GAB,2021,All regions,Beef,NA
Gabon,GAB,2021,All regions,Soy,NA
Gabon,GAB,Total (2013-2021),All regions,Palm oil,0.5421090000000001
Gabon,GAB,Total (2013-2021),All regions,Pulp & paper,NA
Gabon,GAB,Total (2013-2021),All regions,Rubber,0.306016
Gabon,GAB,Total (2013-2021),All regions,Timber,0.306016
Gabon,GAB,Total (2013-2021),All regions,Beef,NA
Gabon,GAB,Total (2013-2021),All regions,Soy,0.00241
Bahrain,BHR,2019,All regions,Palm oil,1.235615
Bahrain,BHR,2019,All regions,Pulp & paper,0.977009
Bahrain,BHR,2019,All regions,Rubber,0.89645300000000006
Bahrain,BHR,2019,All regions,Timber,0.758416
Bahrain,BHR,2019,All regions,Beef,41.360402
Bahrain,BHR,2019,All regions,Soy,30.219772
Bahrain,BHR,2018,All regions,Palm oil,2.043231
Bahrain,BHR,2018,All regions,Pulp & paper,0.011888
Bahrain,BHR,2018,All regions,Rubber,0.190621
Bahrain,BHR,2018,All regions,Timber,0.702606
Bahrain,BHR,2018,All regions,Beef,39.406294
Bahrain,BHR,2018,All regions,Soy,24.727477
Bahrain,BHR,2014,All regions,Palm oil,12.414339
Bahrain,BHR,2014,All regions,Pulp & paper,NA
Bahrain,BHR,2014,All regions,Rubber,1.12298
Bahrain,BHR,2014,All regions,Timber,2.18048
Bahrain,BHR,2014,All regions,Beef,40.430622
Bahrain,BHR,2014,All regions,Soy,26.860506
Bahrain,BHR,2015,All regions,Palm oil,0.25471
Bahrain,BHR,2015,All regions,Pulp & paper,NA
Bahrain,BHR,2015,All regions,Rubber,0.155793
Bahrain,BHR,2015,All regions,Timber,0.990165
Bahrain,BHR,2015,All regions,Beef,51.96318
Bahrain,BHR,2015,All regions,Soy,21.588286
Bahrain,BHR,2013,All regions,Palm oil,0.254965
Bahrain,BHR,2013,All regions,Pulp & paper,1.964684
Bahrain,BHR,2013,All regions,Rubber,0.234261
Bahrain,BHR,2013,All regions,Timber,1.810934
Bahrain,BHR,2013,All regions,Beef,73.039645
Bahrain,BHR,2013,All regions,Soy,41.440078
Bahrain,BHR,2017,All regions,Palm oil,27.211876
Bahrain,BHR,2017,All regions,Pulp & paper,0.001158
Bahrain,BHR,2017,All regions,Rubber,0.21433600000000003
Bahrain,BHR,2017,All regions,Timber,0.397973
Bahrain,BHR,2017,All regions,Beef,72.456743
Bahrain,BHR,2017,All regions,Soy,31.290404
Bahrain,BHR,2016,All regions,Palm oil,0.008579
Bahrain,BHR,2016,All regions,Pulp & paper,NA
Bahrain,BHR,2016,All regions,Rubber,0.7439450000000001
Bahrain,BHR,2016,All regions,Timber,2.401911
Bahrain,BHR,2016,All regions,Beef,71.395975
Bahrain,BHR,2016,All regions,Soy,56.330116
Bahrain,BHR,2020,All regions,Palm oil,0.410012
Bahrain,BHR,2020,All regions,Pulp & paper,1.677526
Bahrain,BHR,2020,All regions,Rubber,0.11848
Bahrain,BHR,2020,All regions,Timber,0.00372299999999999
Bahrain,BHR,2020,All regions,Beef,29.119269000000003
Bahrain,BHR,2020,All regions,Soy,13.819503
Bahrain,BHR,2021,All regions,Palm oil,30.357607
Bahrain,BHR,2021,All regions,Pulp & paper,0.139003
Bahrain,BHR,2021,All regions,Rubber,0.090166
Bahrain,BHR,2021,All regions,Timber,0.001655
Bahrain,BHR,2021,All regions,Beef,24.837097
Bahrain,BHR,2021,All regions,Soy,21.046636
Bahrain,BHR,Total (2013-2021),All regions,Palm oil,74.190934
Bahrain,BHR,Total (2013-2021),All regions,Pulp & paper,4.771268
Bahrain,BHR,Total (2013-2021),All regions,Rubber,3.767035
Bahrain,BHR,Total (2013-2021),All regions,Timber,9.247863
Bahrain,BHR,Total (2013-2021),All regions,Beef,444.009227
Bahrain,BHR,Total (2013-2021),All regions,Soy,267.32277799999997
India,IND,2019,All regions,Palm oil,1.2309180000000002
India,IND,2019,All regions,Pulp & paper,NA
India,IND,2019,All regions,Rubber,0.693513
India,IND,2019,All regions,Timber,0.693514
India,IND,2019,All regions,Beef,NA
India,IND,2019,All regions,Soy,0.500014
India,IND,2018,All regions,Palm oil,112.95343
India,IND,2018,All regions,Pulp & paper,66.53626
India,IND,2018,All regions,Rubber,3.0987359999999997
India,IND,2018,All regions,Timber,3.1018609999999995
India,IND,2018,All regions,Beef,NA
India,IND,2018,All regions,Soy,2.507398
India,IND,2014,All regions,Palm oil,0.847824
India,IND,2014,All regions,Pulp & paper,NA
India,IND,2014,All regions,Rubber,NA
India,IND,2014,All regions,Timber,NA
India,IND,2014,All regions,Beef,0.099799
India,IND,2014,All regions,Soy,0.545664
India,IND,2015,All regions,Palm oil,91.088885
India,IND,2015,All regions,Pulp & paper,NA
India,IND,2015,All regions,Rubber,NA
India,IND,2015,All regions,Timber,NA
India,IND,2015,All regions,Beef,NA
India,IND,2015,All regions,Soy,0.383046
India,IND,2013,All regions,Palm oil,0.691245
India,IND,2013,All regions,Pulp & paper,NA
India,IND,2013,All regions,Rubber,NA
India,IND,2013,All regions,Timber,NA
India,IND,2013,All regions,Beef,NA
India,IND,2013,All regions,Soy,0.048222
India,IND,2017,All regions,Palm oil,7.638112
India,IND,2017,All regions,Pulp & paper,56.046
India,IND,2017,All regions,Rubber,7.1324749999999995
India,IND,2017,All regions,Timber,8.821273
India,IND,2017,All regions,Beef,NA
India,IND,2017,All regions,Soy,3.01264
India,IND,2016,All regions,Palm oil,37.89996
India,IND,2016,All regions,Pulp & paper,NA
India,IND,2016,All regions,Rubber,NA
India,IND,2016,All regions,Timber,NA
India,IND,2016,All regions,Beef,NA
India,IND,2016,All regions,Soy,NA
India,IND,2020,All regions,Palm oil,5.285595
India,IND,2020,All regions,Pulp & paper,50.191852999999995
India,IND,2020,All regions,Rubber,5.6909719999999995
India,IND,2020,All regions,Timber,NA
India,IND,2020,All regions,Beef,NA
India,IND,2020,All regions,Soy,1.087317
India,IND,2021,All regions,Palm oil,170.56064899999998
India,IND,2021,All regions,Pulp & paper,NA
India,IND,2021,All regions,Rubber,NA
India,IND,2021,All regions,Timber,NA
India,IND,2021,All regions,Beef,1.794068
India,IND,2021,All regions,Soy,0.168906
India,IND,Total (2013-2021),All regions,Palm oil,428.196618
India,IND,Total (2013-2021),All regions,Pulp & paper,172.774113
India,IND,Total (2013-2021),All regions,Rubber,16.615696
India,IND,Total (2013-2021),All regions,Timber,12.616648
India,IND,Total (2013-2021),All regions,Beef,1.893867
India,IND,Total (2013-2021),All regions,Soy,8.253207
Austria,AUT,2019,All regions,Palm oil,2.140172
Austria,AUT,2019,All regions,Pulp & paper,NA
Austria,AUT,2019,All regions,Rubber,0.693513
Austria,AUT,2019,All regions,Timber,0.693514
Austria,AUT,2019,All regions,Beef,NA
Austria,AUT,2019,All regions,Soy,2.2574919999999996
Austria,AUT,2018,All regions,Palm oil,NA
Austria,AUT,2018,All regions,Pulp & paper,NA
Austria,AUT,2018,All regions,Rubber,NA
Austria,AUT,2018,All regions,Timber,NA
Austria,AUT,2018,All regions,Beef,NA
Austria,AUT,2018,All regions,Soy,0.866262
Austria,AUT,2014,All regions,Palm oil,50.608548
Austria,AUT,2014,All regions,Pulp & paper,NA
Austria,AUT,2014,All regions,Rubber,NA
Austria,AUT,2014,All regions,Timber,NA
Austria,AUT,2014,All regions,Beef,NA
Austria,AUT,2014,All regions,Soy,0.079337
Austria,AUT,2015,All regions,Palm oil,NA
Austria,AUT,2015,All regions,Pulp & paper,NA
Austria,AUT,2015,All regions,Rubber,NA
Austria,AUT,2015,All regions,Timber,NA
Austria,AUT,2015,All regions,Beef,NA
Austria,AUT,2015,All regions,Soy,NA
Austria,AUT,2013,All regions,Palm oil,0.249583
Austria,AUT,2013,All regions,Pulp & paper,NA
Austria,AUT,2013,All regions,Rubber,NA
Austria,AUT,2013,All regions,Timber,NA
Austria,AUT,2013,All regions,Beef,NA
Austria,AUT,2013,All regions,Soy,0.030525
Austria,AUT,2017,All regions,Palm oil,1.027481
Austria,AUT,2017,All regions,Pulp & paper,NA
Austria,AUT,2017,All regions,Rubber,NA
Austria,AUT,2017,All regions,Timber,NA
Austria,AUT,2017,All regions,Beef,NA
Austria,AUT,2017,All regions,Soy,0.875524
Austria,AUT,2016,All regions,Palm oil,0.817655
Austria,AUT,2016,All regions,Pulp & paper,NA
Austria,AUT,2016,All regions,Rubber,NA
Austria,AUT,2016,All regions,Timber,NA
Austria,AUT,2016,All regions,Beef,NA
Austria,AUT,2016,All regions,Soy,3.12294
Austria,AUT,2020,All regions,Palm oil,0.403884
Austria,AUT,2020,All regions,Pulp & paper,NA
Austria,AUT,2020,All regions,Rubber,NA
Austria,AUT,2020,All regions,Timber,NA
Austria,AUT,2020,All regions,Beef,NA
Austria,AUT,2020,All regions,Soy,0.142426
Austria,AUT,2021,All regions,Palm oil,5.3363000000000005
Austria,AUT,2021,All regions,Pulp & paper,10.864733
Austria,AUT,2021,All regions,Rubber,2.4203989999999997
Austria,AUT,2021,All regions,Timber,0.042739
Austria,AUT,2021,All regions,Beef,0.005736
Austria,AUT,2021,All regions,Soy,0.377527
Austria,AUT,Total (2013-2021),All regions,Palm oil,60.583623
Austria,AUT,Total (2013-2021),All regions,Pulp & paper,10.864733
Austria,AUT,Total (2013-2021),All regions,Rubber,3.113912
Austria,AUT,Total (2013-2021),All regions,Timber,0.7362529999999999
Austria,AUT,Total (2013-2021),All regions,Beef,0.005736
Austria,AUT,Total (2013-2021),All regions,Soy,7.752032999999999
China,CHN,2019,All regions,Palm oil,425.204437
China,CHN,2019,All regions,Pulp & paper,525.9965530000001
China,CHN,2019,All regions,Rubber,998.810656
China,CHN,2019,All regions,Timber,162.654618
China,CHN,2019,All regions,Beef,51.100837
China,CHN,2019,All regions,Soy,506.011259
China,CHN,2018,All regions,Palm oil,439.689114
China,CHN,2018,All regions,Pulp & paper,908.20555
China,CHN,2018,All regions,Rubber,1386.312967
China,CHN,2018,All regions,Timber,320.237125
China,CHN,2018,All regions,Beef,51.733695
China,CHN,2018,All regions,Soy,120.583933
China,CHN,2014,All regions,Palm oil,585.444473
China,CHN,2014,All regions,Pulp & paper,753.898664
China,CHN,2014,All regions,Rubber,70.09391600000001
China,CHN,2014,All regions,Timber,119.773433
China,CHN,2014,All regions,Beef,10.081121
China,CHN,2014,All regions,Soy,535.1991310000001
China,CHN,2015,All regions,Palm oil,563.922508
China,CHN,2015,All regions,Pulp & paper,1592.8419669999998
China,CHN,2015,All regions,Rubber,313.682576
China,CHN,2015,All regions,Timber,147.20608
China,CHN,2015,All regions,Beef,4.006112
China,CHN,2015,All regions,Soy,558.829318
China,CHN,2013,All regions,Palm oil,324.99471
China,CHN,2013,All regions,Pulp & paper,2122.322721
China,CHN,2013,All regions,Rubber,321.094365
China,CHN,2013,All regions,Timber,18.092298
China,CHN,2013,All regions,Beef,12.502497
China,CHN,2013,All regions,Soy,107.450251
